acct_nbr,rtxn_nbr,cust_cd,tran_amt,post_dt,data_dt,cust_type,mjaccttypcd,rtxnsourcecd,accttypcd,term_cd,branch_acct,currencycd,miaccttypcd,mjmidesc,branch_thgd,is_cash,created_at,intrtxndesctext,mcc
5166d5b6-718e-4,9199,148159e3-46fb-4e86-b224-3e80bab2d982,-1732606,20240109,20240131,CN,SAV,ONLI,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240120,CHUYEN KHOAN QUA APP,0000
d312e875-d51f-4,9200,68b47d3c-dfb1-49bd-bbba-e4657ac35b60,1575814,20240126,20240131,CN,SAV,WWW,TGTT,KKH,1023,VND,G270,TKTT FIRST KHTN (CN) VND,1022,0,20240103,THANH TOAN XANH SM,5411
48f0607c-73e9-4,9201,e08035e2-8cf4-43d8-a0cf-123ba344f30b,-3953480,20240130,20240131,CN,CK,MAPP,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1028,0,20240105,BOOK PHONG AGODA,4900
c208b493-4a69-4,9202,f5be083a-cdd8-424c-a4fa-184fe26cf4e0,230632,20240124,20240131,CN,CK,MAPP,TGTT,KKH,1006,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240127,CHUYEN KHOAN QUA APP,5812
9f817879-6c9a-4,9203,76eddaef-9150-4c38-b886-5191b55b9ea6,-1247684,20240128,20240131,CN,SAV,ONLI,TGTT,KKH,1048,VND,G270,TKTT FIRST KHTN (CN) VND,1042,0,20240110,THANH TOAN XANH SM,5411
a62f443d-aa45-4,9204,6510d9c0-d5b4-4558-8c5a-0322d4196d51,367671,20240122,20240131,CN,CK,ONLI,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1023,0,20240126,XEM PHIM CGV,5411
ffd1918c-cc93-4,9205,9811f90e-1db8-491b-9965-753feb6f3257,3534723,20240125,20240131,CN,CK,ONLI,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1012,0,20240105,CHUYEN KHOAN QUA APP,5812
73dc6ee3-ca1a-4,9206,62ddcc96-c327-49d9-8e6d-c81fa14ff4c0,4727472,20240108,20240131,CN,SAV,ONLI,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1011,0,20240128,CHUYEN KHOAN QUA APP,4722
d9b1d1b0-2ee1-4,9207,2ae365da-0727-40fb-bd73-5c35d7fe2c87,2531321,20240104,20240131,CN,CK,MAPP,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1004,0,20240116,BOOK PHONG AGODA,4900
8d1a141c-4ab5-4,9208,fe107c90-aceb-4048-b5e7-ce09917f3913,2668583,20240129,20240131,CN,CK,MAPP,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1018,0,20240110,THANH TOAN XANH SM,5411
5a93c89f-cfe5-4,9209,0724aac0-b17c-4cb6-813a-955d2b5e931f,289360,20240115,20240131,CN,SAV,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1017,0,20240104,MUA TREN SHOPEE,4722
ecd6f234-4d55-4,9210,ab1c3a6c-9cdd-4519-b342-be23cf5dad7c,-4026000,20240128,20240131,CN,SAV,WWW,TGTT,KKH,1024,VND,G270,TKTT FIRST KHTN (CN) VND,1014,0,20240118,BOOK PHONG AGODA,4900
03ad1f52-cf2b-4,9211,5ea7f848-4794-455d-9689-326297467720,1670595,20240122,20240131,CN,SAV,ONLI,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1011,0,20240105,MUA TREN SHOPEE,4121
50f4aa49-2e1f-4,9212,cf4bd764-214a-4945-9c19-455151a59fc2,-3522201,20240105,20240131,CN,CK,MAPP,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1045,0,20240109,CUOC GRAB,5411
1fa8069f-ad69-4,9213,c7cab87a-eded-4653-8f21-46eb971dfd3b,-2543389,20240110,20240131,CN,CK,MAPP,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240101,CUOC GRAB,5812
6834e821-6470-4,9214,d0ad8152-9fc7-46bb-b690-b4528527d85a,2075825,20240109,20240131,CN,SAV,WWW,TGTT,KKH,1023,VND,G270,TKTT FIRST KHTN (CN) VND,1004,0,20240104,CHUYEN KHOAN QUA APP,0000
9d41ef07-32f6-4,9215,8fe3f373-555e-408d-8fa4-9e7087559d6c,1569925,20240127,20240131,CN,SAV,ONLI,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1018,0,20240121,CUOC GRAB,5812
32510d64-3f32-4,9216,3cb4716f-78d9-4d55-b6ec-941ed7bcec9e,-1856740,20240131,20240131,CN,CK,BRANCH,TGTT,KKH,1020,VND,G270,TKTT FIRST KHTN (CN) VND,1001,0,20240125,CUOC GRAB,4900
4fba0b4a-8178-4,9217,874aae77-d2fe-422a-a5ef-b4dd4bb6da05,2720442,20240104,20240131,CN,CK,MAPP,TGTT,KKH,1013,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240128,THANH TOAN XANH SM,7311
9ce7f6a8-a15b-4,9218,ea1657d1-6b1a-4115-9010-6f3a7df4d261,4393157,20240101,20240131,CN,CK,ONLI,TGTT,KKH,1026,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240102,MUA TREN SHOPEE,4121
8825c442-1813-4,9219,f698f1ea-eba0-4e84-9915-7f70287a20e4,452596,20240130,20240131,CN,SAV,ONLI,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240110,CHUYEN KHOAN QUA APP,7311
5e0b884c-427b-4,9220,3fcf01fd-8513-40d2-aa1e-249ba0327211,1776866,20240111,20240131,CN,CK,WWW,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240127,CUOC GRAB,4900
23f382c0-381a-4,9221,4986cc21-b237-4e10-8cc5-4594143dff62,-2282204,20240125,20240131,CN,CK,ONLI,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240123,CHUYEN KHOAN QUA APP,0000
68d0d4a7-8153-4,9222,b1d631cd-5eb1-4488-84f4-91f43948c429,4708070,20240111,20240131,CN,SAV,ONLI,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1029,0,20240113,MUA TREN SHOPEE,7311
0e60b4c8-9dfd-4,9223,2816d740-56ab-4771-bb1e-9ab9c272e32a,-2262950,20240109,20240131,CN,CK,MAPP,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1013,0,20240130,THANH TOAN XANH SM,4900
01c0c935-8cbc-4,9224,f84c829a-59d5-4173-9905-bb0a4b7c0f7d,3874090,20240123,20240131,CN,SAV,ONLI,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1022,0,20240117,XEM PHIM CGV,4722
8faab84e-cff0-4,9225,340ee6d3-7ab2-4e43-8323-478fcf71ab2a,4278691,20240105,20240131,CN,CK,ONLI,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240108,CUOC GRAB,4121
bfa87200-c90d-4,9226,6745bdd0-458b-4929-8e3b-c9f503b3cd5d,2196285,20240127,20240131,CN,CK,MAPP,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240131,CHUYEN KHOAN QUA APP,4900
20a3cb30-6f7b-4,9227,1d74e96b-5df1-44f5-93c3-171b0dafb026,3115874,20240123,20240131,CN,CK,BRANCH,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240102,XEM PHIM CGV,4900
4ca39b08-6b1c-4,9228,a210a5a4-56b6-41da-bb8a-3b1b4ee84a77,-421431,20240125,20240131,CN,CK,ONLI,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1003,0,20240101,CHUYEN KHOAN QUA APP,0000
a150f4de-351c-4,9229,3b6d067b-ba45-49d3-a0a3-0f7d114ed409,4195467,20240119,20240131,CN,CK,ONLI,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240120,XEM PHIM CGV,4900
51b6c74a-bef6-4,9230,9d990326-e6d7-4ceb-b0bc-0b854aac7950,2426462,20240121,20240131,CN,CK,MAPP,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1040,0,20240125,CHUYEN KHOAN QUA APP,4121
76271274-b387-4,9231,bb6d4d6f-4d98-44d4-930e-8ae72c626b32,-1732560,20240103,20240131,CN,SAV,MAPP,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240104,XEM PHIM CGV,7311
b274205e-72c7-4,9232,f9b1a28d-7478-48b6-b0ec-1fe559150482,-4650548,20240108,20240131,CN,SAV,ONLI,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1023,0,20240105,CHUYEN KHOAN QUA APP,0000
7d61ef0f-6fbd-4,9233,76eddaef-9150-4c38-b886-5191b55b9ea6,407832,20240116,20240131,CN,CK,ONLI,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240127,THANH TOAN XANH SM,4900
9e0940a2-7816-4,9234,c261968d-bb7f-4598-b1a3-84a7a593a840,3406503,20240127,20240131,CN,SAV,WWW,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1016,0,20240114,MUA TREN SHOPEE,7311
911be388-ab03-4,9235,9816fcd3-c764-4b00-b76d-7c9803ae81ec,3606681,20240117,20240131,CN,CK,ONLI,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1017,0,20240114,CUOC GRAB,5812
e7c6871d-27f5-4,9236,20f0cbb0-89c5-4021-9ad7-69382a1a0580,3351187,20240104,20240131,CN,SAV,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240102,CHUYEN KHOAN QUA APP,4722
33fc1b6f-f00d-4,9237,bf723e0a-8833-492b-a15c-e62a17af19b0,-2852535,20240123,20240131,CN,SAV,MAPP,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240126,CHUYEN KHOAN QUA APP,5812
223b4abb-9eee-4,9238,f5be083a-cdd8-424c-a4fa-184fe26cf4e0,-738515,20240115,20240131,CN,SAV,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240126,THANH TOAN XANH SM,5812
f5b647f0-3d90-4,9239,176e5b8e-c0e8-40fb-b625-58272e751357,1138258,20240113,20240131,CN,SAV,WWW,TGTT,KKH,1032,VND,G270,TKTT FIRST KHTN (CN) VND,1044,0,20240131,XEM PHIM CGV,4121
404799a5-76b1-4,9240,2c4efcc3-9e45-418d-b5ec-12d702cf1f57,1675564,20240130,20240131,CN,SAV,MAPP,TGTT,KKH,1013,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240112,CUOC GRAB,4722
a3dbbdc2-4fbf-4,9241,bc3c5005-5b7a-4b90-97ff-3a62b86fd967,-1654165,20240109,20240131,CN,SAV,WWW,TGTT,KKH,1009,VND,G270,TKTT FIRST KHTN (CN) VND,1016,0,20240102,CHUYEN KHOAN QUA APP,0000
9f97496c-9baf-4,9242,c3537c17-3b28-4053-b43b-2d68e510e601,1926423,20240110,20240131,CN,SAV,MAPP,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240113,BOOK PHONG AGODA,4900
96c39300-19aa-4,9243,77c82e00-c179-4aa4-8db3-2bd68f1cfe8b,908970,20240127,20240131,CN,SAV,ONLI,TGTT,KKH,1042,VND,G270,TKTT FIRST KHTN (CN) VND,1022,0,20240125,XEM PHIM CGV,4900
b7a12edf-36ff-4,9244,4a7054a9-97bc-4163-8631-2daf2dafb2b8,667755,20240102,20240131,CN,CK,ONLI,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1043,0,20240128,MUA TREN SHOPEE,4900
72c98259-57f2-4,9245,f2d22550-df99-46de-a0d9-84fc4e4b2f6c,1630248,20240130,20240131,CN,SAV,MAPP,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240122,MUA TREN SHOPEE,5411
a72dcd6a-8b8c-4,9246,70625768-2c4a-46c3-9270-7fe1413adb33,1033679,20240125,20240131,CN,SAV,MAPP,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240122,CHUYEN KHOAN QUA APP,5812
ae6caa66-eddd-4,9247,0022832d-7caa-4fd8-a38f-364cb5ab8110,-3331253,20240130,20240131,CN,CK,BRANCH,TGTT,KKH,1027,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240108,THANH TOAN XANH SM,4121
7833455e-4a76-4,9248,9e58d617-f37f-4df6-b405-dea02b19b4d9,3744163,20240106,20240131,CN,CK,MAPP,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1029,0,20240119,XEM PHIM CGV,7311
45125e7c-9266-4,9249,e5fec494-ac66-4b30-a159-81e973c7b031,-2594302,20240123,20240131,CN,CK,WWW,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240116,MUA TREN SHOPEE,4722
4b997b12-297d-4,9250,5d2107c9-b640-4f99-99b5-240cb99e2e43,2444887,20240120,20240131,CN,SAV,ONLI,TGTT,KKH,1042,VND,G270,TKTT FIRST KHTN (CN) VND,1031,0,20240127,MUA TREN SHOPEE,0000
3b5a6027-613d-4,9251,3bae383a-61a0-48b9-ac34-b3490b30a027,-3235433,20240105,20240131,CN,CK,MAPP,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1026,0,20240122,CHUYEN KHOAN QUA APP,4722
11c3ac67-70d0-4,9252,86e9df1b-4403-4b74-ae74-97c4d4403876,1609664,20240117,20240131,CN,SAV,ONLI,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1000,0,20240111,CHUYEN KHOAN QUA APP,4900
e5fe0714-d7f0-4,9253,f0fee52a-705d-4c4a-9a0f-824b09e083a8,3956837,20240104,20240131,CN,CK,BRANCH,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1016,0,20240131,MUA TREN SHOPEE,7311
239d9f2b-f593-4,9254,6db6e653-fd58-4320-8e1e-87d92e176350,-4902894,20240108,20240131,CN,SAV,MAPP,TGTT,KKH,1039,VND,G270,TKTT FIRST KHTN (CN) VND,1043,0,20240123,BOOK PHONG AGODA,4900
f58c6488-da2d-4,9255,5d2107c9-b640-4f99-99b5-240cb99e2e43,4796776,20240122,20240131,CN,SAV,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240101,BOOK PHONG AGODA,5812
6760515d-e5b8-4,9256,00b2d08c-90c8-4ff3-bb11-3d3db32158a0,-4703241,20240123,20240131,CN,CK,MAPP,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1017,0,20240117,THANH TOAN XANH SM,5812
6a3e4438-af0f-4,9257,dd7386fb-c4d7-4de0-be36-53f77b22971b,-4886323,20240101,20240131,CN,CK,ONLI,TGTT,KKH,1049,VND,G270,TKTT FIRST KHTN (CN) VND,1021,0,20240106,THANH TOAN XANH SM,5411
28acc00e-f5b3-4,9258,7ccce7bb-8534-4e7f-9195-602c393e919d,3575600,20240123,20240131,CN,CK,ONLI,TGTT,KKH,1018,VND,G270,TKTT FIRST KHTN (CN) VND,1029,0,20240122,THANH TOAN XANH SM,5411
eaffed46-bd39-4,9259,8276bb99-ac03-44fa-887b-ee749b31ea68,2087040,20240122,20240131,CN,CK,ONLI,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240124,CHUYEN KHOAN QUA APP,4900
7204f19f-a52f-4,9260,5aeab612-03f3-4959-9c49-da3e2adce1b4,-3941893,20240104,20240131,CN,SAV,MAPP,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240102,THANH TOAN XANH SM,7311
3b4ef765-dfaf-4,9261,09b7a41a-9562-40fb-b6c4-28e4c60969a2,4374149,20240118,20240131,CN,CK,ONLI,TGTT,KKH,1036,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240125,CUOC GRAB,5411
bd4a6798-6596-4,9262,7fd757d4-ff2f-4d1d-95ed-1fe47966b98c,1719322,20240128,20240131,CN,SAV,MAPP,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1038,0,20240126,MUA TREN SHOPEE,4121
164f675e-b443-4,9263,38218e50-bdbb-4df0-ac3b-6537e7f39b61,-3889564,20240113,20240131,CN,CK,MAPP,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1014,0,20240107,CUOC GRAB,5812
70a6b207-07ab-4,9264,061b6aea-1961-4b9d-8abe-23caae1a8d8f,3605535,20240118,20240131,CN,SAV,BRANCH,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1047,0,20240129,THANH TOAN XANH SM,7311
26939faa-ab06-4,9265,f0732299-d57e-4442-b27f-bae79d4064df,-190951,20240123,20240131,CN,CK,WWW,TGTT,KKH,1018,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240101,MUA TREN SHOPEE,4900
8b818fbf-2c58-4,9266,79bdf394-3800-437e-a3fc-e3b1ac885a8e,-2218663,20240103,20240131,CN,SAV,MAPP,TGTT,KKH,1018,VND,G270,TKTT FIRST KHTN (CN) VND,1011,0,20240116,CHUYEN KHOAN QUA APP,4900
8a03fc5c-5312-4,9267,f0f26d13-475d-4856-b5b6-8b0bdd23509a,3250410,20240118,20240131,CN,CK,MAPP,TGTT,KKH,1042,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240113,CHUYEN KHOAN QUA APP,5812
d265dc7b-8000-4,9268,1afbdeac-f866-4cec-b8c6-ba2f63848881,2384464,20240110,20240131,CN,CK,MAPP,TGTT,KKH,1039,VND,G270,TKTT FIRST KHTN (CN) VND,1025,0,20240103,BOOK PHONG AGODA,7311
dabb77ea-dfc8-4,9269,c9e16aa4-d733-4d20-b5ee-d8afc9adf841,1230438,20240119,20240131,CN,CK,ONLI,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1048,0,20240121,CUOC GRAB,4121
815d537a-8d9b-4,9270,13a369cb-3c52-4155-bd56-1b07d60f974d,3985131,20240126,20240131,CN,SAV,ONLI,TGTT,KKH,1043,VND,G270,TKTT FIRST KHTN (CN) VND,1005,0,20240131,MUA TREN SHOPEE,4900
ca877ceb-bca4-4,9271,ef40016c-d62c-447d-baad-f2c4dae000f5,3612798,20240102,20240131,CN,SAV,ONLI,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1034,0,20240124,CUOC GRAB,5812
1d3aa106-8ba3-4,9272,0ac9a6a6-67b8-4b3d-9449-e05d440f3682,-2732083,20240114,20240131,CN,CK,ONLI,TGTT,KKH,1025,VND,G270,TKTT FIRST KHTN (CN) VND,1044,0,20240127,BOOK PHONG AGODA,5411
02edad42-4a8a-4,9273,7d147012-aee5-43cb-ac4f-cb43f11713c9,3786861,20240127,20240131,CN,CK,ONLI,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1001,0,20240107,XEM PHIM CGV,4722
ad9e3a1b-85c5-4,9274,747c1a41-75da-487d-9f1b-1d67bb21ad19,-1259601,20240130,20240131,CN,CK,MAPP,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1022,0,20240118,XEM PHIM CGV,5812
857b13c3-3d81-4,9275,b4f4ea0d-0378-4959-a55f-17f137f63f02,-682256,20240119,20240131,CN,SAV,MAPP,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1003,0,20240107,MUA TREN SHOPEE,5812
181e33f7-43d9-4,9276,54f03f7f-b258-44fa-a4ea-8ae524d7f979,4723323,20240105,20240131,CN,CK,BRANCH,TGTT,KKH,1046,VND,G270,TKTT FIRST KHTN (CN) VND,1037,0,20240123,BOOK PHONG AGODA,5411
50d1429f-6f5b-4,9277,8118621d-7e74-4469-b366-65fdc1c4f069,2598743,20240126,20240131,CN,CK,ONLI,TGTT,KKH,1018,VND,G270,TKTT FIRST KHTN (CN) VND,1042,0,20240112,CHUYEN KHOAN QUA APP,4722
0318145d-3b9d-4,9278,b1ab91b5-e7c3-4b9f-9306-afe389545999,-1785140,20240116,20240131,CN,SAV,ONLI,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240108,CHUYEN KHOAN QUA APP,0000
61bbd03f-79ad-4,9279,5a6edd74-9ac8-4dc8-9895-e642fff2a6e9,1479258,20240126,20240131,CN,CK,ONLI,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240121,MUA TREN SHOPEE,0000
bd2614f9-ea6c-4,9280,3a3c4724-b043-4258-86c9-07f39038967e,393243,20240110,20240131,CN,SAV,MAPP,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1008,0,20240106,CHUYEN KHOAN QUA APP,4121
78a9939a-cf3b-4,9281,801e8e32-6bda-4014-bb6e-40c83bde8706,-3833967,20240105,20240131,CN,CK,ONLI,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1018,0,20240114,BOOK PHONG AGODA,5812
2d5b98c5-6536-4,9282,82be488e-2dad-4dc1-8af3-0deb2b7b4079,3877523,20240114,20240131,CN,CK,BRANCH,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1001,0,20240120,BOOK PHONG AGODA,5812
4d49a4d2-fed4-4,9283,047b4fda-8594-4b97-9888-4ee6bbde02c6,3218814,20240107,20240131,CN,CK,ONLI,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1018,0,20240128,THANH TOAN XANH SM,4722
bef932ea-0d76-4,9284,a9a81b1b-33e4-40dc-b4d9-62c5a97df379,2777103,20240110,20240131,CN,SAV,MAPP,TGTT,KKH,1027,VND,G270,TKTT FIRST KHTN (CN) VND,1000,0,20240102,THANH TOAN XANH SM,5812
3c0296ce-f282-4,9285,0e36271f-b8bc-4fed-8282-354176834864,591533,20240111,20240131,CN,CK,MAPP,TGTT,KKH,1043,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240114,CHUYEN KHOAN QUA APP,7311
69533e14-3eb5-4,9286,1523579a-4387-4b2d-9739-6ac0e904598f,-2791625,20240119,20240131,CN,CK,ONLI,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240103,CUOC GRAB,4900
24fcd4fb-abb2-4,9287,79b7c188-781c-484a-b8a4-011aab314e24,3838960,20240111,20240131,CN,SAV,MAPP,TGTT,KKH,1043,VND,G270,TKTT FIRST KHTN (CN) VND,1049,0,20240125,THANH TOAN XANH SM,7311
beb6dcb9-c4ef-4,9288,dc60692c-960b-4477-9c73-044a54ae8c87,-1470343,20240103,20240131,CN,SAV,ONLI,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1004,0,20240115,CUOC GRAB,4722
b386997a-ddd9-4,9289,c8c9571e-b519-4308-b087-6f3d9974baf6,-4798818,20240107,20240131,CN,SAV,MAPP,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240118,THANH TOAN XANH SM,0000
4648b9fa-6154-4,9290,3a27810d-54ea-4ca6-a4a2-9de0af3a300a,4817741,20240114,20240131,CN,CK,MAPP,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240108,MUA TREN SHOPEE,4722
ea6a83b7-aff5-4,9291,015e2e98-78e6-4b90-835c-f629936f4895,3611571,20240106,20240131,CN,CK,ONLI,TGTT,KKH,1006,VND,G270,TKTT FIRST KHTN (CN) VND,1037,0,20240108,XEM PHIM CGV,0000
b23c03ec-a17a-4,9292,bb6d4d6f-4d98-44d4-930e-8ae72c626b32,1226803,20240122,20240131,CN,CK,ONLI,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240106,CHUYEN KHOAN QUA APP,5812
06f7d7d1-166b-4,9293,7065346a-71bc-47d3-abb7-b9e2b781f2a5,-4875928,20240120,20240131,CN,SAV,BRANCH,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1023,0,20240128,THANH TOAN XANH SM,5812
a47e667d-e2da-4,9294,70ff12f2-c1ee-457c-83b6-0188240d62ff,-2722839,20240127,20240131,CN,SAV,ONLI,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1005,0,20240109,XEM PHIM CGV,4722
1d4093a7-1f5e-4,9295,836538f0-17ff-430c-a734-0e5321f3caf1,-479501,20240113,20240131,CN,CK,ONLI,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1043,0,20240125,MUA TREN SHOPEE,0000
68f55776-cafb-4,9296,3cba501d-96a1-400b-a8ba-803472a7b10a,1280849,20240114,20240131,CN,SAV,ONLI,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240107,XEM PHIM CGV,5411
4a9b041e-ca31-4,9297,6ac558ab-a3e6-442d-b3f9-ecdaa9d6401e,2081545,20240130,20240131,CN,SAV,ONLI,TGTT,KKH,1035,VND,G270,TKTT FIRST KHTN (CN) VND,1038,0,20240103,CHUYEN KHOAN QUA APP,5411
d4f9ff3a-b4bd-4,9298,bac7279d-d832-4006-852e-ca8ea927f82f,2882726,20240120,20240131,CN,SAV,ONLI,TGTT,KKH,1033,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240116,CUOC GRAB,0000
56106eec-39f7-4,9299,6a4e609e-cab3-4392-8832-de7652a5575d,556609,20240130,20240131,CN,CK,ONLI,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1029,0,20240120,CUOC GRAB,7311
65de6831-5258-4,9300,2fe989c6-482d-43c9-bf73-a92d7d7fa792,1561834,20240115,20240131,CN,SAV,ONLI,TGTT,KKH,1025,VND,G270,TKTT FIRST KHTN (CN) VND,1047,0,20240107,THANH TOAN XANH SM,5812
5ab8c908-3f0c-4,9301,fc123a4b-dacf-4f4e-a9d8-175db26c18eb,3112426,20240118,20240131,CN,CK,BRANCH,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1026,0,20240118,THANH TOAN XANH SM,5411
3c3cb798-3d17-4,9302,13a369cb-3c52-4155-bd56-1b07d60f974d,2198413,20240111,20240131,CN,CK,MAPP,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1032,0,20240119,CUOC GRAB,5411
61d05a20-7693-4,9303,5550381d-b3ad-4dec-b071-42155c434861,4548123,20240122,20240131,CN,CK,ONLI,TGTT,KKH,1009,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240102,CUOC GRAB,4121
6b66b43a-4a57-4,9304,56f2a90d-df0c-44f9-9231-6168562123aa,3746459,20240110,20240131,CN,SAV,MAPP,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1038,0,20240129,MUA TREN SHOPEE,4722
1fb7eabd-19b5-4,9305,2e16fa1b-786a-47b8-84b5-2d92c0109960,-3306387,20240111,20240131,CN,SAV,WWW,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1003,0,20240128,CUOC GRAB,4121
76877874-46e1-4,9306,8d41cd3b-af27-4652-8e1d-7498c251d42a,4474191,20240119,20240131,CN,CK,ONLI,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1036,0,20240115,XEM PHIM CGV,4722
